Start Time,End Time,Tag,Note,Tree Type,Is Success
Sat Aug 17 12:59:05 GMT+08:00 2019,Sat Aug 17 13:35:19 GMT+08:00 2019,Unset,Macro balance of payments,Cedar,TRUE
Sun Aug 18 17:42:48 GMT+08:00 2019,Sun Aug 18 18:33:06 GMT+08:00 2019,Unset,"macro balance of payments
",Moon Tree,TRUE
Sun Aug 18 19:17:02 GMT+08:00 2019,Sun Aug 18 19:56:37 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Sun Aug 18 23:03:24 GMT+08:00 2019,Mon Aug 19 00:02:40 GMT+08:00 2019,Unset,micro and math,Doggo Tree,TRUE
Mon Aug 19 15:29:02 GMT+08:00 2019,Mon Aug 19 16:30:08 GMT+08:00 2019,Unset,math,Bamboo,TRUE
Tue Aug 20 11:46:00 GMT+08:00 2019,Tue Aug 20 12:42:08 GMT+08:00 2019,Unset,math,Bamboo,TRUE
Tue Aug 20 13:25:38 GMT+08:00 2019,Tue Aug 20 13:56:16 GMT+08:00 2019,Unset,math again,Bamboo,TRUE
Tue Aug 20 14:06:50 GMT+08:00 2019,Tue Aug 20 14:48:56 GMT+08:00 2019,Unset,,Bamboo,TRUE
Tue Aug 20 15:25:28 GMT+08:00 2019,Tue Aug 20 16:20:39 GMT+08:00 2019,Unset,maaacro,Bamboo,TRUE
Tue Aug 20 17:08:17 GMT+08:00 2019,Tue Aug 20 17:52:14 GMT+08:00 2019,Unset,micro tutorial topic hunting,Bamboo,TRUE
Tue Aug 20 20:21:38 GMT+08:00 2019,Tue Aug 20 20:52:41 GMT+08:00 2019,Unset,macro gdp,Bamboo,TRUE
Tue Aug 20 20:55:44 GMT+08:00 2019,Tue Aug 20 21:28:01 GMT+08:00 2019,Unset,macro real and nominal gdp,Bamboo,TRUE
Wed Aug 21 11:52:18 GMT+08:00 2019,Wed Aug 21 12:22:24 GMT+08:00 2019,Unset,macro ,Octopus,TRUE
Wed Aug 21 14:23:25 GMT+08:00 2019,Wed Aug 21 14:53:53 GMT+08:00 2019,Unset,macro tutorial 1 and some math,Octopus,TRUE
Wed Aug 21 15:10:33 GMT+08:00 2019,Wed Aug 21 15:41:07 GMT+08:00 2019,Unset,macro lecture prep,Octopus,TRUE
Wed Aug 21 23:34:45 GMT+08:00 2019,Thu Aug 22 00:07:25 GMT+08:00 2019,Guitar,,Octopus,TRUE
Thu Aug 22 22:18:57 GMT+08:00 2019,Thu Aug 22 22:52:40 GMT+08:00 2019,Unset,macro review,Ginkgo,TRUE
Thu Aug 22 22:57:20 GMT+08:00 2019,Thu Aug 22 23:35:28 GMT+08:00 2019,Unset,macro lecture review,Bush,TRUE
Thu Aug 22 23:35:36 GMT+08:00 2019,Fri Aug 23 00:05:44 GMT+08:00 2019,Guitar,,Octopus,TRUE
Fri Aug 23 12:36:46 GMT+08:00 2019,Fri Aug 23 13:07:55 GMT+08:00 2019,Unset,HP8005 HRM readings,Octopus,TRUE
Fri Aug 23 14:30:09 GMT+08:00 2019,Fri Aug 23 15:00:38 GMT+08:00 2019,Unset,macro tutorial review,Octopus,TRUE
Fri Aug 23 15:03:25 GMT+08:00 2019,Fri Aug 23 15:23:43 GMT+08:00 2019,Unset,macro tutorial review,Star Coral,TRUE
Fri Aug 23 20:18:43 GMT+08:00 2019,Fri Aug 23 21:09:36 GMT+08:00 2019,Unset,Filing and notes revision,Moon Tree,TRUE
Sun Aug 25 15:10:34 GMT+08:00 2019,Sun Aug 25 15:55:40 GMT+08:00 2019,Unset,journalling + hw0105 ,Doggo Tree,TRUE
Sun Aug 25 16:26:17 GMT+08:00 2019,Sun Aug 25 16:53:24 GMT+08:00 2019,Unset,more journalling and hw (?),Doggo Tree,TRUE
Mon Aug 26 12:35:14 GMT+08:00 2019,Mon Aug 26 13:20:05 GMT+08:00 2019,Unset,micro presentation prep and lecture note editing,Doggo Tree,TRUE
Mon Aug 26 22:22:48 GMT+08:00 2019,Mon Aug 26 23:33:22 GMT+08:00 2019,Unset,filing and tutorial notation,Doggo Tree,TRUE
Mon Aug 26 23:56:53 GMT+08:00 2019,Tue Aug 27 00:37:23 GMT+08:00 2019,Unset,annotate lecture notes,Doggo Tree,TRUE
Tue Aug 27 10:02:10 GMT+08:00 2019,Tue Aug 27 10:52:14 GMT+08:00 2019,Unset,,Scarecrow,TRUE
Tue Aug 27 10:55:48 GMT+08:00 2019,Tue Aug 27 12:09:22 GMT+08:00 2019,Unset,math tutorial revisit and macro,Scarecrow,TRUE
Tue Aug 27 15:08:03 GMT+08:00 2019,Tue Aug 27 15:38:10 GMT+08:00 2019,Unset,problem sets,Scarecrow,TRUE
Tue Aug 27 16:58:31 GMT+08:00 2019,Tue Aug 27 17:43:45 GMT+08:00 2019,Unset,math tutorial 2,Scarecrow,TRUE
Tue Aug 27 23:14:59 GMT+08:00 2019,Wed Aug 28 00:02:02 GMT+08:00 2019,Guitar,,Scarecrow,TRUE
Wed Aug 28 16:09:37 GMT+08:00 2019,Wed Aug 28 17:16:03 GMT+08:00 2019,Unset,macro video review,Bamboo,TRUE
Wed Aug 28 17:36:37 GMT+08:00 2019,Wed Aug 28 18:29:06 GMT+08:00 2019,Unset,review macro lecture and start problem sets,Bamboo,TRUE
Wed Aug 28 23:44:32 GMT+08:00 2019,Thu Aug 29 00:14:55 GMT+08:00 2019,Unset,macro lecture review,Bamboo,TRUE
Thu Aug 29 09:19:32 GMT+08:00 2019,Thu Aug 29 10:19:33 GMT+08:00 2019,Unset,macro lecture video,Doggo Tree,TRUE
Thu Aug 29 15:28:26 GMT+08:00 2019,Thu Aug 29 16:10:48 GMT+08:00 2019,Unset,macro problem set 2,Doggo Tree,TRUE
Thu Aug 29 22:48:13 GMT+08:00 2019,Fri Aug 30 00:08:05 GMT+08:00 2019,Guitar,bluesette and verano,Octopus,TRUE
Fri Aug 30 14:45:44 GMT+08:00 2019,Fri Aug 30 15:18:40 GMT+08:00 2019,Unset,micro problem set,Octopus,TRUE
Fri Aug 30 19:20:25 GMT+08:00 2019,Fri Aug 30 19:41:33 GMT+08:00 2019,Unset,,Star Coral,TRUE
Fri Aug 30 19:49:40 GMT+08:00 2019,Fri Aug 30 20:40:38 GMT+08:00 2019,Unset,notion macro lecture,Cedar,TRUE
Fri Aug 30 20:52:16 GMT+08:00 2019,Fri Aug 30 21:29:16 GMT+08:00 2019,Unset,micro problem set,Cedar,TRUE
Sat Aug 31 11:15:20 GMT+08:00 2019,Sat Aug 31 11:46:39 GMT+08:00 2019,Unset,HRM readings,Moon Tree,TRUE
Sun Sep 01 11:36:34 GMT+08:00 2019,Sun Sep 01 12:40:30 GMT+08:00 2019,Unset,HW01015 writing exercise 2,Doggo Tree,TRUE
Sun Sep 01 13:32:33 GMT+08:00 2019,Sun Sep 01 14:13:06 GMT+08:00 2019,Unset,hw01015 writing exercise,Doggo Tree,TRUE
Sun Sep 01 21:26:51 GMT+08:00 2019,Sun Sep 01 21:58:37 GMT+08:00 2019,Unset,HRM readings,Doggo Tree,TRUE
Mon Sep 02 12:13:49 GMT+08:00 2019,Mon Sep 02 13:43:58 GMT+08:00 2019,Unset,macro lecture video,Ginkgo,TRUE
Mon Sep 02 23:50:56 GMT+08:00 2019,Tue Sep 03 00:44:39 GMT+08:00 2019,Guitar,,Moon Tree,TRUE
Tue Sep 03 15:20:34 GMT+08:00 2019,Tue Sep 03 16:09:25 GMT+08:00 2019,Unset,macro video review,Moon Tree,TRUE
Tue Sep 03 16:27:19 GMT+08:00 2019,Tue Sep 03 17:00:43 GMT+08:00 2019,Unset,macro lecture video,Moon Tree,TRUE
Tue Sep 03 23:16:50 GMT+08:00 2019,Wed Sep 04 01:16:50 GMT+08:00 2019,Unset,HRM notes,Moon Tree,TRUE
Wed Sep 04 14:43:04 GMT+08:00 2019,Wed Sep 04 15:04:03 GMT+08:00 2019,Unset,,Star Coral,TRUE
Wed Sep 04 15:04:11 GMT+08:00 2019,Wed Sep 04 15:50:47 GMT+08:00 2019,Unset,macro notion,Doggo Tree,TRUE
Wed Sep 04 16:05:12 GMT+08:00 2019,Wed Sep 04 17:04:32 GMT+08:00 2019,Unset,macro lecture review and problem set,Doggo Tree,TRUE
Wed Sep 04 17:30:43 GMT+08:00 2019,Wed Sep 04 19:30:43 GMT+08:00 2019,Unset,problemo set,Doggo Tree,TRUE
Thu Sep 05 20:17:05 GMT+08:00 2019,Thu Sep 05 21:02:05 GMT+08:00 2019,Unset,math problem set and quadratic functions review,Octopus,TRUE
Thu Sep 05 21:04:06 GMT+08:00 2019,Thu Sep 05 21:29:06 GMT+08:00 2019,Unset,macro notes review,Ginkgo,TRUE
Fri Sep 06 14:51:00 GMT+08:00 2019,Fri Sep 06 15:21:00 GMT+08:00 2019,Unset,micro tutorial,Bamboo,TRUE
Fri Sep 06 17:56:28 GMT+08:00 2019,Fri Sep 06 18:20:39 GMT+08:00 2019,Guitar,revision,Bamboo,FALSE
Sat Sep 07 23:32:27 GMT+08:00 2019,Sun Sep 08 00:12:27 GMT+08:00 2019,Unset,microoo problem set,Bamboo,TRUE
Sun Sep 08 18:58:25 GMT+08:00 2019,Sun Sep 08 19:38:25 GMT+08:00 2019,Unset,hw0105 first draft,Bamboo,TRUE
Sun Sep 08 23:06:40 GMT+08:00 2019,Sun Sep 08 23:46:40 GMT+08:00 2019,Unset,hw0105 draft 1,Bamboo,TRUE
Mon Sep 09 13:48:12 GMT+08:00 2019,Mon Sep 09 14:08:12 GMT+08:00 2019,Unset,HRM ACTIVE RECALL,Star Coral,TRUE
Mon Sep 09 18:43:55 GMT+08:00 2019,Mon Sep 09 19:23:55 GMT+08:00 2019,Guitar,,Doggo Tree,TRUE
Tue Sep 10 00:26:18 GMT+08:00 2019,Tue Sep 10 00:56:18 GMT+08:00 2019,Unset,math and macro problem set,Doggo Tree,TRUE
Tue Sep 10 01:02:36 GMT+08:00 2019,Tue Sep 10 01:27:36 GMT+08:00 2019,Unset,macro problem set,Doggo Tree,TRUE
Tue Sep 10 22:59:29 GMT+08:00 2019,Tue Sep 10 23:19:29 GMT+08:00 2019,Unset,,Star Coral,TRUE
Tue Sep 10 23:26:26 GMT+08:00 2019,Wed Sep 11 00:01:26 GMT+08:00 2019,Unset,macro problem set,Cedar,TRUE
Wed Sep 11 12:05:50 GMT+08:00 2019,Wed Sep 11 13:05:50 GMT+08:00 2019,Guitar,,Scarecrow,TRUE
Wed Sep 11 15:15:02 GMT+08:00 2019,Wed Sep 11 15:35:02 GMT+08:00 2019,Guitar,,Ball Cactus,TRUE
Wed Sep 11 20:27:02 GMT+08:00 2019,Wed Sep 11 21:27:02 GMT+08:00 2019,Unset,,Octopus,TRUE
Wed Sep 11 23:04:59 GMT+08:00 2019,Wed Sep 11 23:34:59 GMT+08:00 2019,Unset,math problem set,Octopus,TRUE
Thu Sep 12 00:02:54 GMT+08:00 2019,Thu Sep 12 00:32:54 GMT+08:00 2019,Unset,math problem set and micro notes,Octopus,TRUE
Thu Sep 12 10:13:25 GMT+08:00 2019,Thu Sep 12 10:53:25 GMT+08:00 2019,Unset,math and micro slides updating,Octopus,TRUE
Thu Sep 12 23:51:35 GMT+08:00 2019,Fri Sep 13 00:11:35 GMT+08:00 2019,Unset,,Star Coral,TRUE
Sat Sep 14 23:07:04 GMT+08:00 2019,Sun Sep 15 00:07:04 GMT+08:00 2019,Unset,Micro and Hw0105,Ginkgo,TRUE
Sun Sep 15 00:25:15 GMT+08:00 2019,Sun Sep 15 00:55:15 GMT+08:00 2019,Unset,,Ginkgo,TRUE
Sun Sep 15 09:59:34 GMT+08:00 2019,Sun Sep 15 10:29:34 GMT+08:00 2019,Unset,macro tutorial review,Moon Tree,TRUE
Sun Sep 15 16:22:54 GMT+08:00 2019,Sun Sep 15 17:07:54 GMT+08:00 2019,Unset,macro problem set and math summation review,Scarecrow,TRUE
Sun Sep 15 17:35:19 GMT+08:00 2019,Sun Sep 15 18:00:19 GMT+08:00 2019,Unset,macro active recall,Kitty,TRUE
Sun Sep 15 20:38:16 GMT+08:00 2019,Sun Sep 15 21:18:16 GMT+08:00 2019,Unset,macro active recall,Kitty,TRUE
Sun Sep 15 23:33:40 GMT+08:00 2019,Mon Sep 16 00:03:40 GMT+08:00 2019,Unset,macro active recall,Kitty,TRUE
Mon Sep 16 17:00:45 GMT+08:00 2019,Mon Sep 16 17:25:45 GMT+08:00 2019,Unset,"macro, understanding the rates of change",Kitty,TRUE
Tue Sep 17 00:08:41 GMT+08:00 2019,Tue Sep 17 00:28:41 GMT+08:00 2019,Guitar,guitar revision,Star Coral,TRUE
Tue Sep 17 00:31:13 GMT+08:00 2019,Tue Sep 17 01:16:13 GMT+08:00 2019,Guitar,sightread,Kitty,TRUE
Tue Sep 17 23:24:37 GMT+08:00 2019,Tue Sep 17 23:44:37 GMT+08:00 2019,Unset,,Star Coral,TRUE
Wed Sep 18 00:32:53 GMT+08:00 2019,Wed Sep 18 01:17:53 GMT+08:00 2019,Unset,macro sheets,Kitty,TRUE
Wed Sep 18 11:39:21 GMT+08:00 2019,Wed Sep 18 12:24:21 GMT+08:00 2019,Unset,migrating Google sheets onto Notion,Doggo Tree,TRUE
Wed Sep 18 12:25:38 GMT+08:00 2019,Wed Sep 18 12:45:38 GMT+08:00 2019,Unset,,Star Coral,TRUE
Wed Sep 18 12:56:13 GMT+08:00 2019,Wed Sep 18 13:26:13 GMT+08:00 2019,Unset,working on macro sheets,Scarecrow,TRUE
Wed Sep 18 14:10:17 GMT+08:00 2019,Wed Sep 18 14:55:17 GMT+08:00 2019,Unset,macro sheets,Scarecrow,TRUE
Wed Sep 18 16:09:46 GMT+08:00 2019,Wed Sep 18 16:49:46 GMT+08:00 2019,Unset,macro textbook,Scarecrow,TRUE
Wed Sep 18 22:02:34 GMT+08:00 2019,Wed Sep 18 22:32:34 GMT+08:00 2019,Unset,macro textbook,Cedar,TRUE
Wed Sep 18 22:52:43 GMT+08:00 2019,Wed Sep 18 23:32:43 GMT+08:00 2019,Unset,macro problem set,Scarecrow,TRUE
Wed Sep 18 23:47:27 GMT+08:00 2019,Thu Sep 19 00:47:27 GMT+08:00 2019,Guitar,revising bach,Scarecrow,TRUE
Thu Sep 19 19:09:44 GMT+08:00 2019,Thu Sep 19 19:34:44 GMT+08:00 2019,Unset,micro sheets,Doggo Tree,TRUE
Fri Sep 20 12:29:56 GMT+08:00 2019,Fri Sep 20 12:59:56 GMT+08:00 2019,Unset,understanding limits in math,Doggo Tree,TRUE
Fri Sep 20 14:33:42 GMT+08:00 2019,Fri Sep 20 15:18:42 GMT+08:00 2019,Unset,math problem set,Doggo Tree,TRUE
Fri Sep 20 19:56:14 GMT+08:00 2019,Fri Sep 20 20:56:14 GMT+08:00 2019,Unset,Micro sheets,Doggo Tree,TRUE
Fri Sep 20 23:56:46 GMT+08:00 2019,Sat Sep 21 00:26:46 GMT+08:00 2019,Unset,SHEEEETS,Doggo Tree,TRUE
Sat Sep 21 00:45:47 GMT+08:00 2019,Sat Sep 21 01:15:47 GMT+08:00 2019,Unset,micro sheets,Doggo Tree,TRUE
Sat Sep 21 15:30:42 GMT+08:00 2019,Sat Sep 21 16:00:42 GMT+08:00 2019,Unset,problemo set,Doggo Tree,TRUE
Sat Sep 21 22:13:37 GMT+08:00 2019,Sat Sep 21 22:58:37 GMT+08:00 2019,Unset,"problem set
",Doggo Tree,TRUE
Sun Sep 22 10:23:48 GMT+08:00 2019,Sun Sep 22 11:08:48 GMT+08:00 2019,Unset,Understanding limits,Ginkgo,TRUE
Sun Sep 22 12:16:43 GMT+08:00 2019,Sun Sep 22 12:41:43 GMT+08:00 2019,Unset,Rules of Differentiation,Ginkgo,TRUE
Sun Sep 22 17:17:42 GMT+08:00 2019,Sun Sep 22 18:02:42 GMT+08:00 2019,Unset,"Quiz review
",Doggo Tree,TRUE
Sun Sep 22 21:07:26 GMT+08:00 2019,Sun Sep 22 21:37:26 GMT+08:00 2019,Unset,Reviewing cost theory,Kitty,TRUE
Sun Sep 22 22:22:24 GMT+08:00 2019,Sun Sep 22 23:22:24 GMT+08:00 2019,Guitar,learning fuoco because burnout,Kitty,TRUE
Sun Sep 22 23:37:55 GMT+08:00 2019,Mon Sep 23 00:07:55 GMT+08:00 2019,Unset,Quiz review,Octopus,TRUE
Mon Sep 23 16:41:58 GMT+08:00 2019,Mon Sep 23 17:31:58 GMT+08:00 2019,Unset,lecture review,Octopus,TRUE
Mon Sep 23 22:38:03 GMT+08:00 2019,Mon Sep 23 23:23:03 GMT+08:00 2019,Guitar,fuoco practice,Doggo Tree,TRUE
Wed Sep 25 14:58:57 GMT+08:00 2019,Wed Sep 25 15:28:57 GMT+08:00 2019,Unset,problem set 6!!,Scarecrow,TRUE
Thu Sep 26 14:01:56 GMT+08:00 2019,Thu Sep 26 14:21:56 GMT+08:00 2019,Study,grammar exercise,Star Coral,TRUE
Thu Sep 26 19:59:18 GMT+08:00 2019,Thu Sep 26 20:29:18 GMT+08:00 2019,Study,collect all tutorial sets and solutions,Bamboo,TRUE
Fri Sep 27 12:35:06 GMT+08:00 2019,Fri Sep 27 13:25:06 GMT+08:00 2019,Unset,math problemo set,Bamboo,TRUE
Fri Sep 27 14:24:02 GMT+08:00 2019,Fri Sep 27 15:24:02 GMT+08:00 2019,Unset,problem set,Bamboo,TRUE
Sat Sep 28 21:17:35 GMT+08:00 2019,Sat Sep 28 21:47:35 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Sun Sep 29 22:30:21 GMT+08:00 2019,Sun Sep 29 23:30:21 GMT+08:00 2019,Unset,Journalling + light math practice,Doggo Tree,TRUE
Mon Sep 30 23:32:52 GMT+08:00 2019,Tue Oct 01 00:07:52 GMT+08:00 2019,Unset,remedial questions,Doggo Tree,TRUE
Tue Oct 01 20:33:34 GMT+08:00 2019,Tue Oct 01 21:33:34 GMT+08:00 2019,Unset,,Octopus,TRUE
Thu Oct 03 11:13:53 GMT+08:00 2019,Thu Oct 03 12:13:53 GMT+08:00 2019,Unset,practice,Doggo Tree,TRUE
Thu Oct 03 16:07:53 GMT+08:00 2019,Thu Oct 03 17:37:53 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Fri Oct 04 17:22:14 GMT+08:00 2019,Fri Oct 04 17:52:14 GMT+08:00 2019,Study,DCA proposal,Doggo Tree,TRUE
Sat Oct 05 11:20:40 GMT+08:00 2019,Sat Oct 05 13:20:40 GMT+08:00 2019,Unset,macro assignment,Doggo Tree,TRUE
Mon Oct 07 12:32:42 GMT+08:00 2019,Mon Oct 07 13:02:42 GMT+08:00 2019,Unset,Limits revision,Doggo Tree,TRUE
Tue Oct 08 00:33:04 GMT+08:00 2019,Tue Oct 08 01:03:04 GMT+08:00 2019,Guitar,fuoco!,Doggo Tree,TRUE
Tue Oct 08 14:21:50 GMT+08:00 2019,Tue Oct 08 15:21:50 GMT+08:00 2019,Unset,limits practice,Doggo Tree,TRUE
Wed Oct 09 11:43:17 GMT+08:00 2019,Wed Oct 09 12:15:24 GMT+08:00 2019,Unset,problem set,Doggo Tree,FALSE
Wed Oct 09 22:59:54 GMT+08:00 2019,Wed Oct 09 23:29:54 GMT+08:00 2019,Guitar,Lover Boy,Doggo Tree,TRUE
Thu Oct 10 13:58:00 GMT+08:00 2019,Thu Oct 10 14:18:00 GMT+08:00 2019,Unset,review math notes and look for gaps,Ball Cactus,TRUE
Thu Oct 10 21:23:52 GMT+08:00 2019,Thu Oct 10 22:08:52 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Fri Oct 11 14:41:15 GMT+08:00 2019,Fri Oct 11 15:11:15 GMT+08:00 2019,Unset,Problem Set,Kitty,TRUE
Fri Oct 11 22:50:54 GMT+08:00 2019,Fri Oct 11 23:20:54 GMT+08:00 2019,Unset,,Kitty,TRUE
Sun Oct 13 16:25:48 GMT+08:00 2019,Sun Oct 13 17:10:48 GMT+08:00 2019,Unset,problem set,Kitty,TRUE
Tue Oct 15 14:04:17 GMT+08:00 2019,Tue Oct 15 16:04:17 GMT+08:00 2019,Study,gaps in knowledge ,Kitty,TRUE
Tue Oct 15 17:01:45 GMT+08:00 2019,Tue Oct 15 18:01:45 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Wed Oct 16 17:26:36 GMT+08:00 2019,Wed Oct 16 17:56:36 GMT+08:00 2019,Unset,Problemo set,Doggo Tree,TRUE
Wed Oct 16 18:06:17 GMT+08:00 2019,Wed Oct 16 18:36:17 GMT+08:00 2019,Unset,problem set (again),Doggo Tree,TRUE
Wed Oct 16 18:42:38 GMT+08:00 2019,Wed Oct 16 19:12:38 GMT+08:00 2019,Unset,problem set (the last of it),Doggo Tree,TRUE
Wed Oct 16 20:16:14 GMT+08:00 2019,Wed Oct 16 20:46:14 GMT+08:00 2019,Unset,problem set,Doggo Tree,TRUE
Wed Oct 16 20:55:41 GMT+08:00 2019,Wed Oct 16 21:25:41 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Wed Oct 16 21:40:03 GMT+08:00 2019,Wed Oct 16 22:10:03 GMT+08:00 2019,Unset,active recall sheets,Doggo Tree,TRUE
Wed Oct 16 22:25:27 GMT+08:00 2019,Wed Oct 16 22:55:27 GMT+08:00 2019,Unset,Active recall sheets,Doggo Tree,TRUE
Wed Oct 16 23:10:01 GMT+08:00 2019,Wed Oct 16 23:55:01 GMT+08:00 2019,Guitar,,Doggo Tree,TRUE
Thu Oct 17 23:18:33 GMT+08:00 2019,Fri Oct 18 00:18:33 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Fri Oct 18 14:16:59 GMT+08:00 2019,Fri Oct 18 14:51:59 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Fri Oct 18 20:08:51 GMT+08:00 2019,Fri Oct 18 20:38:51 GMT+08:00 2019,Unset,notes,Bamboo,TRUE
Fri Oct 18 21:02:03 GMT+08:00 2019,Fri Oct 18 22:02:03 GMT+08:00 2019,Guitar,,Bamboo,TRUE
Sat Oct 19 14:27:50 GMT+08:00 2019,Sat Oct 19 16:27:50 GMT+08:00 2019,Guitar,,Octopus,TRUE
Sat Oct 19 18:36:47 GMT+08:00 2019,Sat Oct 19 19:36:47 GMT+08:00 2019,Guitar,,Octopus,TRUE
Sat Oct 19 20:59:23 GMT+08:00 2019,Sat Oct 19 22:29:23 GMT+08:00 2019,Guitar,,Octopus,TRUE
Sun Oct 20 15:46:14 GMT+08:00 2019,Sun Oct 20 16:26:14 GMT+08:00 2019,Unset,PS,Doggo Tree,TRUE
Sun Oct 20 16:56:24 GMT+08:00 2019,Sun Oct 20 17:36:24 GMT+08:00 2019,Unset,ps,Doggo Tree,TRUE
Sun Oct 20 17:44:33 GMT+08:00 2019,Sun Oct 20 18:24:33 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Sun Oct 20 18:49:15 GMT+08:00 2019,Sun Oct 20 19:29:15 GMT+08:00 2019,Unset,self test,Doggo Tree,TRUE
Sun Oct 20 19:38:49 GMT+08:00 2019,Sun Oct 20 20:18:49 GMT+08:00 2019,Unset,Answer checking ,Doggo Tree,TRUE
Mon Oct 21 12:02:50 GMT+08:00 2019,Mon Oct 21 12:42:50 GMT+08:00 2019,Study,HW: finding a research question,Ginkgo,TRUE
Mon Oct 21 12:56:15 GMT+08:00 2019,Mon Oct 21 13:36:15 GMT+08:00 2019,Study,,Octopus,TRUE
Mon Oct 21 13:47:17 GMT+08:00 2019,Mon Oct 21 14:12:17 GMT+08:00 2019,Study,HW writing ex2 ,Octopus,TRUE
Mon Oct 21 16:23:50 GMT+08:00 2019,Mon Oct 21 17:03:50 GMT+08:00 2019,Study,,Octopus,TRUE
Mon Oct 21 21:22:42 GMT+08:00 2019,Mon Oct 21 22:02:42 GMT+08:00 2019,Study,,Octopus,TRUE
Tue Oct 22 13:41:50 GMT+08:00 2019,Tue Oct 22 14:21:50 GMT+08:00 2019,Guitar,,Doggo Tree,TRUE
Tue Oct 22 15:03:29 GMT+08:00 2019,Tue Oct 22 15:43:29 GMT+08:00 2019,Guitar,,Doggo Tree,TRUE
Tue Oct 22 16:13:32 GMT+08:00 2019,Tue Oct 22 16:53:32 GMT+08:00 2019,Study,human resource mind map,Doggo Tree,TRUE
Tue Oct 22 17:20:06 GMT+08:00 2019,Tue Oct 22 18:00:06 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Tue Oct 22 18:12:09 GMT+08:00 2019,Tue Oct 22 18:52:09 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Tue Oct 22 19:28:48 GMT+08:00 2019,Tue Oct 22 19:48:48 GMT+08:00 2019,Unset,ps,Star Coral,TRUE
Tue Oct 22 21:37:13 GMT+08:00 2019,Tue Oct 22 22:17:13 GMT+08:00 2019,Unset,PS,Moon Tree,TRUE
Tue Oct 22 22:44:37 GMT+08:00 2019,Tue Oct 22 23:24:37 GMT+08:00 2019,Unset,,Moon Tree,TRUE
Wed Oct 23 14:38:03 GMT+08:00 2019,Wed Oct 23 15:18:03 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Wed Oct 23 15:33:01 GMT+08:00 2019,Wed Oct 23 16:03:01 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Wed Oct 23 16:57:58 GMT+08:00 2019,Wed Oct 23 17:37:58 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Wed Oct 23 17:52:31 GMT+08:00 2019,Wed Oct 23 18:32:31 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Wed Oct 23 19:01:23 GMT+08:00 2019,Wed Oct 23 19:41:23 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Thu Oct 24 21:09:12 GMT+08:00 2019,Thu Oct 24 22:09:12 GMT+08:00 2019,Guitar,,Doggo Tree,TRUE
Thu Oct 24 22:38:14 GMT+08:00 2019,Thu Oct 24 23:58:14 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Fri Oct 25 17:09:50 GMT+08:00 2019,Fri Oct 25 17:49:50 GMT+08:00 2019,Unset,,Octopus,TRUE
Sat Oct 26 15:48:46 GMT+08:00 2019,Sat Oct 26 16:28:46 GMT+08:00 2019,Unset,,Octopus,TRUE
Sat Oct 26 16:43:48 GMT+08:00 2019,Sat Oct 26 17:23:48 GMT+08:00 2019,Unset,,Octopus,TRUE
Sat Oct 26 17:32:42 GMT+08:00 2019,Sat Oct 26 18:02:42 GMT+08:00 2019,Unset,,Octopus,TRUE
Sun Oct 27 15:39:12 GMT+08:00 2019,Sun Oct 27 16:19:12 GMT+08:00 2019,Unset,,Octopus,TRUE
Sun Oct 27 16:45:39 GMT+08:00 2019,Sun Oct 27 17:25:39 GMT+08:00 2019,Unset,,Octopus,TRUE
Mon Oct 28 18:40:33 GMT+08:00 2019,Mon Oct 28 19:20:33 GMT+08:00 2019,Study,,Octopus,TRUE
Mon Oct 28 19:32:32 GMT+08:00 2019,Mon Oct 28 20:12:32 GMT+08:00 2019,Study,,Octopus,TRUE
Tue Oct 29 14:03:25 GMT+08:00 2019,Tue Oct 29 14:43:25 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Tue Oct 29 14:55:21 GMT+08:00 2019,Tue Oct 29 15:35:21 GMT+08:00 2019,Unset,,Doggo Tree,TRUE
Tue Oct 29 15:45:49 GMT+08:00 2019,Tue Oct 29 16:25:49 GMT+08:00 2019,Study,hw draft 1,Doggo Tree,TRUE
Tue Oct 29 16:37:51 GMT+08:00 2019,Tue Oct 29 17:17:51 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Tue Oct 29 18:06:25 GMT+08:00 2019,Tue Oct 29 18:46:25 GMT+08:00 2019,Study,,Doggo Tree,TRUE
Wed Oct 30 11:59:18 GMT+08:00 2019,Wed Oct 30 12:39:18 GMT+08:00 2019,Study,,Doggo Tree,TRUE
